Timestamp,Source_IP,Destination_IP,Query_Volume,TTL_Value,Transaction_ID_Entropy,IF_Anomaly_Score,IF_Anomaly,KMeans_Anomaly_Score,KMeans_Anomaly
2024-06-01 00:00:00,192.168.57.12,8.8.4.4,361,86400,0.625,1,False,2.644721420918968,False
2024-06-01 00:01:00,192.168.140.125,8.8.8.8,16,3600,0.97,1,False,1.709133872457081,False
2024-06-01 00:02:00,192.168.114.71,8.8.4.4,221,86400,0.839,1,False,2.781304123084851,False
2024-06-01 00:03:00,192.168.52.44,8.8.4.4,483,60,0.759,1,False,1.8106361018016635,False
2024-06-01 00:04:00,192.168.216.16,8.8.8.8,335,60,0.494,1,False,0.7998677592475718,False
2024-06-01 00:05:00,192.168.15.47,8.8.4.4,85,600,0.494,1,False,1.4031171696981832,False
2024-06-01 00:06:00,192.168.111.119,8.8.4.4,311,30,0.435,1,False,0.897735981908868,False
2024-06-01 00:07:00,192.168.13.101,8.8.4.4,456,3600,0.92,1,False,1.6038299928383208,False
2024-06-01 00:08:00,192.168.214.112,8.8.4.4,223,3600,0.761,1,False,0.5093936885094156,False
2024-06-01 00:09:00,192.168.229.142,8.8.4.4,81,1800,0.825,1,False,1.1153711004257827,False
2024-06-01 00:10:00,192.168.3.81,8.8.8.8,28,3600,0.412,1,False,1.8694976259138132,False
2024-06-01 00:11:00,192.168.216.174,8.8.4.4,52,60,0.982,1,False,1.5430519125786184,False
2024-06-01 00:12:00,192.168.142.79,8.8.4.4,170,30,0.899,1,False,0.6445395176816112,False
2024-06-01 00:13:00,192.168.110.172,8.8.4.4,106,300,0.527,1,False,1.251289900790517,False
2024-06-01 00:14:00,192.168.52.47,8.8.4.4,499,86400,0.509,-1,True,3.001576230249163,True
2024-06-01 00:15:00,192.168.194.49,8.8.4.4,98,300,0.51,1,False,1.3111333922103665,False
2024-06-01 00:16:00,192.168.183.176,8.8.4.4,210,7200,0.583,1,False,0.5537683053720371,False
2024-06-01 00:17:00,192.168.135.22,8.8.8.8,357,60,0.715,1,False,1.1549420018626928,False
2024-06-01 00:18:00,192.168.235.63,8.8.8.8,284,1800,0.659,1,False,0.8508791103400676,False
2024-06-01 00:19:00,192.168.193.40,8.8.4.4,370,600,0.575,1,False,0.934188098671996,False
2024-06-01 00:20:00,192.168.150.185,8.8.4.4,474,600,0.767,1,False,1.7359796614705034,False
2024-06-01 00:21:00,192.168.98.35,8.8.8.8,374,60,0.484,1,False,1.0054727532528145,False
2024-06-01 00:22:00,192.168.23.116,8.8.4.4,277,7200,0.575,1,False,0.3786896764289975,False
2024-06-01 00:23:00,192.168.148.40,8.8.4.4,136,600,0.62,1,False,1.1498684203442915,False
2024-06-01 00:24:00,192.168.119.51,8.8.8.8,339,86400,0.674,1,False,2.6752660491092004,False
2024-06-01 00:25:00,192.168.194.142,8.8.8.8,145,600,0.871,1,False,0.7190593962291345,False
2024-06-01 00:26:00,192.168.232.186,8.8.8.8,153,3600,0.52,1,False,0.912689810378141,False
2024-06-01 00:27:00,192.168.83.189,8.8.4.4,122,60,0.709,1,False,1.145898815820362,False
2024-06-01 00:28:00,192.168.181.107,8.8.4.4,50,7200,0.755,1,False,1.392483173122627,False
2024-06-01 00:29:00,192.168.136.36,8.8.8.8,26,30,0.428,1,False,1.8827926368203094,False
2024-06-01 00:30:00,192.168.87.125,8.8.4.4,202,60,0.765,1,False,0.5918790483523652,False
2024-06-01 00:31:00,192.168.83.236,8.8.8.8,293,86400,0.502,1,False,2.533444997687846,False
2024-06-01 00:32:00,192.168.194.138,8.8.4.4,282,86400,0.439,1,False,2.5863480824239127,False
2024-06-01 00:33:00,192.168.112.166,8.8.4.4,431,300,0.969,1,False,1.5660693867413347,False
2024-06-01 00:34:00,192.168.28.117,8.8.8.8,252,86400,0.979,-1,True,2.888323966738495,True
2024-06-01 00:35:00,192.168.16.161,8.8.8.8,79,30,0.885,1,False,1.1656560084227277,False
2024-06-01 00:36:00,192.168.205.137,8.8.8.8,28,30,0.583,1,False,1.7686823960390612,False
2024-06-01 00:37:00,192.168.33.108,8.8.8.8,185,7200,0.459,1,False,0.801934635474332,False
2024-06-01 00:38:00,192.168.161.108,8.8.8.8,2,86400,0.811,-1,True,3.2284541452714874,True
2024-06-01 00:39:00,192.168.255.202,8.8.8.8,219,300,0.664,1,False,0.9539784036484364,False
2024-06-01 00:40:00,192.168.234.73,8.8.4.4,45,300,0.473,1,False,1.6853602516872865,False
2024-06-01 00:41:00,192.168.135.71,8.8.4.4,151,300,0.697,1,False,1.0656987189323686,False
2024-06-01 00:42:00,192.168.126.134,8.8.4.4,422,60,0.421,1,False,1.4128166118765983,False
2024-06-01 00:43:00,192.168.219.204,8.8.4.4,339,7200,0.946,1,False,0.9292549334451047,False
2024-06-01 00:44:00,192.168.185.112,8.8.4.4,321,3600,0.555,1,False,0.5959187922902924,False
2024-06-01 00:45:00,192.168.70.252,8.8.8.8,308,7200,0.798,1,False,0.5630588223858851,False
2024-06-01 00:46:00,192.168.46.24,8.8.4.4,246,7200,0.587,1,False,0.43155146561569335,False
2024-06-01 00:47:00,192.168.56.78,8.8.4.4,103,600,0.712,1,False,1.22642403639903,False
2024-06-01 00:48:00,192.168.81.216,8.8.8.8,50,1800,0.728,1,False,1.4750667006949076,False
2024-06-01 00:49:00,192.168.32.197,8.8.4.4,14,7200,0.511,1,False,1.7911754138013305,False
2024-06-01 00:50:00,192.168.195.239,8.8.8.8,106,3600,0.982,1,False,1.2218542634822815,False
2024-06-01 00:51:00,192.168.128.5,8.8.8.8,88,1800,0.865,1,False,1.0710932422211592,False
2024-06-01 00:52:00,192.168.58.136,8.8.8.8,327,86400,0.964,-1,True,2.933165065961732,True
2024-06-01 00:53:00,192.168.174.57,8.8.4.4,150,300,0.937,1,False,0.8629188307475795,False
2024-06-01 00:54:00,192.168.150.222,8.8.4.4,42,300,0.759,1,False,1.4674124825203771,False
2024-06-01 00:55:00,192.168.80.232,8.8.4.4,243,7200,0.953,1,False,0.6346952400999337,False
2024-06-01 00:56:00,192.168.1.134,8.8.4.4,433,1800,0.453,1,False,1.3718269559877592,False
2024-06-01 00:57:00,192.168.91.54,8.8.8.8,60,3600,0.518,1,False,1.507734478324951,False
2024-06-01 00:58:00,192.168.152.101,8.8.8.8,158,600,0.427,1,False,1.1416921429159514,False
2024-06-01 00:59:00,192.168.78.191,8.8.4.4,402,600,0.595,1,False,1.14129781104097,False
2024-06-01 01:00:00,192.168.82.0,8.8.8.8,204,600,0.633,1,False,0.8729719617534711,False
2024-06-01 01:01:00,192.168.165.250,8.8.8.8,242,1800,0.563,1,False,0.551489646883622,False
2024-06-01 01:02:00,192.168.9.57,8.8.8.8,251,3600,0.897,1,False,0.3758364951232986,False
2024-06-01 01:03:00,192.168.185.157,8.8.4.4,459,300,0.614,1,False,1.5180072352065497,False
2024-06-01 01:04:00,192.168.122.29,8.8.4.4,339,300,0.569,1,False,0.77819249551261,False
2024-06-01 01:05:00,192.168.123.40,8.8.4.4,136,3600,0.726,1,False,0.9826935199019518,False
2024-06-01 01:06:00,192.168.43.248,8.8.8.8,47,60,0.485,1,False,1.6607812715502974,False
2024-06-01 01:07:00,192.168.35.64,8.8.4.4,329,3600,0.881,1,False,0.7065260984659373,False
2024-06-01 01:08:00,192.168.65.243,8.8.8.8,279,86400,0.445,1,False,2.5779264101712873,False
2024-06-01 01:09:00,192.168.84.135,8.8.8.8,199,7200,0.992,1,False,0.8937088878593034,False
2024-06-01 01:10:00,192.168.216.108,8.8.4.4,95,1800,0.863,1,False,1.022730138122552,False
2024-06-01 01:11:00,192.168.102.159,8.8.8.8,190,7200,0.519,1,False,0.6303136997902485,False
2024-06-01 01:12:00,192.168.204.191,8.8.4.4,454,30,0.403,1,False,1.6387744528757586,False
2024-06-01 01:13:00,192.168.224.231,8.8.8.8,196,60,0.889,1,False,0.4965075788887792,False
2024-06-01 01:14:00,192.168.61.126,8.8.8.8,190,30,0.824,1,False,0.4618637096966246,False
2024-06-01 01:15:00,192.168.115.32,8.8.4.4,96,7200,0.837,1,False,0.9801112803684554,False
2024-06-01 01:16:00,192.168.173.10,8.8.8.8,229,300,0.863,1,False,0.3288017486330432,False
2024-06-01 01:17:00,192.168.117.112,8.8.4.4,23,30,0.444,1,False,1.872023211392816,False
2024-06-01 01:18:00,192.168.3.36,8.8.4.4,135,30,0.615,1,False,1.154721691191283,False
2024-06-01 01:19:00,192.168.30.117,8.8.8.8,226,600,0.47,1,False,0.7447996055227385,False
2024-06-01 01:20:00,192.168.34.16,8.8.4.4,239,1800,0.918,1,False,0.49805045319477514,False
2024-06-01 01:21:00,192.168.169.36,8.8.8.8,135,300,0.774,1,False,0.862366947503737,False
2024-06-01 01:22:00,192.168.121.142,8.8.8.8,116,1800,0.599,1,False,1.2063864283784675,False
2024-06-01 01:23:00,192.168.248.109,8.8.8.8,429,1800,0.438,1,False,1.3828091624872536,False
2024-06-01 01:24:00,192.168.67.242,8.8.8.8,138,300,0.587,1,False,1.0850646253281777,False
2024-06-01 01:25:00,192.168.124.242,8.8.8.8,289,30,0.595,1,False,0.6703006037598698,False
2024-06-01 01:26:00,192.168.208.97,8.8.4.4,32,1800,0.838,1,False,1.4458611178046157,False
2024-06-01 01:27:00,192.168.48.49,8.8.8.8,78,600,0.783,1,False,1.1910066938102875,False
2024-06-01 01:28:00,192.168.220.181,8.8.4.4,386,30,0.932,1,False,1.2024717566811465,False
2024-06-01 01:29:00,192.168.216.210,8.8.4.4,357,3600,0.683,1,False,1.1191405513916095,False
2024-06-01 01:30:00,192.168.239.27,8.8.4.4,342,86400,0.472,1,False,2.602490903740025,False
2024-06-01 01:31:00,192.168.50.31,8.8.8.8,50,60,0.828,1,False,1.3379841121565896,False
2024-06-01 01:32:00,192.168.206.173,8.8.4.4,44,600,0.856,1,False,1.3739979613824227,False
2024-06-01 01:33:00,192.168.55.127,8.8.4.4,343,7200,0.737,1,False,0.9582913406374045,False
2024-06-01 01:34:00,192.168.98.97,8.8.4.4,177,600,0.863,1,False,0.5197454450111352,False
2024-06-01 01:35:00,192.168.229.71,8.8.4.4,414,1800,0.696,1,False,1.4500607662251432,False
2024-06-01 01:36:00,192.168.216.93,8.8.4.4,278,30,0.714,1,False,0.8487371879701685,False
2024-06-01 01:37:00,192.168.142.236,8.8.8.8,212,7200,0.657,1,False,0.8193797652126966,False
2024-06-01 01:38:00,192.168.127.38,8.8.8.8,498,7200,0.415,-1,True,1.8029025873936635,False
2024-06-01 01:39:00,192.168.226.50,8.8.8.8,388,7200,0.465,1,False,1.0114281754278125,False
2024-06-01 01:40:00,192.168.25.7,8.8.8.8,302,3600,0.419,1,False,0.8714252543720151,False
2024-06-01 01:41:00,192.168.47.121,8.8.4.4,117,30,0.782,1,False,0.9533509898821232,False
2024-06-01 01:42:00,192.168.85.208,8.8.8.8,284,30,0.589,1,False,0.6478340579404309,False
2024-06-01 01:43:00,192.168.248.246,8.8.4.4,32,1800,0.705,1,False,1.6450534462736794,False
2024-06-01 01:44:00,192.168.109.205,8.8.4.4,431,600,0.945,1,False,1.5057125464358372,False
2024-06-01 01:45:00,192.168.30.84,8.8.8.8,199,86400,0.55,1,False,2.5587231542839346,False
2024-06-01 01:46:00,192.168.194.1,8.8.8.8,420,600,0.646,1,False,1.3479575207407113,False
2024-06-01 01:47:00,192.168.199.135,8.8.4.4,268,3600,0.853,1,False,0.29393355450933123,False
2024-06-01 01:48:00,192.168.232.146,8.8.8.8,215,600,0.537,1,False,0.6588923342812564,False
2024-06-01 01:49:00,192.168.216.249,8.8.8.8,495,600,0.446,1,False,1.778869345217372,False
2024-06-01 01:50:00,192.168.79.97,8.8.4.4,275,1800,0.574,1,False,0.5478488464538184,False
2024-06-01 01:51:00,192.168.151.111,8.8.8.8,352,86400,0.497,1,False,2.599620801294118,False
2024-06-01 01:52:00,192.168.29.31,8.8.4.4,444,300,0.958,1,False,1.618581623269691,False
2024-06-01 01:53:00,192.168.160.29,8.8.8.8,480,60,0.885,1,False,1.7430835093135932,False
2024-06-01 01:54:00,192.168.25.244,8.8.8.8,244,300,0.78,1,False,0.4712973340198572,False
2024-06-01 01:55:00,192.168.80.29,8.8.4.4,294,300,0.923,1,False,0.6812811566460965,False
2024-06-01 01:56:00,192.168.41.95,8.8.8.8,452,60,0.882,1,False,1.5510945902220024,False
2024-06-01 01:57:00,192.168.35.34,8.8.4.4,121,7200,0.512,1,False,1.0711985848065502,False
2024-06-01 01:58:00,192.168.120.206,8.8.4.4,244,30,0.936,1,False,0.6206753798606571,False
2024-06-01 01:59:00,192.168.61.126,8.8.8.8,154,7200,0.724,1,False,0.8889693057210365,False
2024-06-01 02:00:00,192.168.20.41,8.8.4.4,41,1800,0.884,1,False,1.4039872664170896,False
2024-06-01 02:01:00,192.168.214.161,8.8.8.8,203,1800,0.938,1,False,0.6427308750207167,False
2024-06-01 02:02:00,192.168.133.104,8.8.4.4,463,300,0.591,1,False,1.513209340986141,False
2024-06-01 02:03:00,192.168.160.122,8.8.4.4,438,300,0.466,1,False,1.3972484326758927,False
2024-06-01 02:04:00,192.168.135.202,8.8.8.8,366,1800,0.537,1,False,0.8676349645952446,False
2024-06-01 02:05:00,192.168.67.153,8.8.4.4,18,30,0.656,1,False,1.883231006371662,False
2024-06-01 02:06:00,192.168.234.161,8.8.8.8,258,3600,0.891,1,False,0.3653348911345196,False
2024-06-01 02:07:00,192.168.37.4,8.8.4.4,293,86400,0.916,1,False,2.8382113266163636,False
2024-06-01 02:08:00,192.168.234.51,8.8.8.8,462,300,0.404,1,False,1.6777799961713584,False
2024-06-01 02:09:00,192.168.37.109,8.8.8.8,265,30,0.706,1,False,0.8631782360607504,False
2024-06-01 02:10:00,192.168.135.67,8.8.4.4,410,300,0.65,1,False,1.3082741695278761,False
2024-06-01 02:11:00,192.168.178.35,8.8.4.4,293,3600,0.533,1,False,0.48992232090569143,False
2024-06-01 02:12:00,192.168.125.189,8.8.4.4,347,30,0.472,1,False,0.9020323513911822,False
2024-06-01 02:13:00,192.168.145.80,8.8.4.4,318,1800,0.603,1,False,0.7187265701144535,False
2024-06-01 02:14:00,192.168.224.154,8.8.8.8,76,86400,0.966,-1,True,3.0771617608532655,True
2024-06-01 02:15:00,192.168.4.153,8.8.8.8,62,3600,0.594,1,False,1.5172475787562854,False
2024-06-01 02:16:00,192.168.53.68,8.8.4.4,487,60,0.711,1,False,1.9075168808015972,False
2024-06-01 02:17:00,192.168.135.59,8.8.8.8,388,3600,0.822,1,False,1.0791585297016986,False
2024-06-01 02:18:00,192.168.54.79,8.8.8.8,230,600,0.618,1,False,0.7468686302265589,False
2024-06-01 02:19:00,192.168.139.144,8.8.4.4,89,300,0.983,1,False,1.337507044039026,False
2024-06-01 02:20:00,192.168.107.175,8.8.8.8,486,60,0.977,1,False,1.9267543134705443,False
2024-06-01 02:21:00,192.168.104.135,8.8.8.8,86,300,0.551,1,False,1.3748657043105346,False
2024-06-01 02:22:00,192.168.250.128,8.8.8.8,498,7200,0.698,-1,True,1.8747891958872183,False
2024-06-01 02:23:00,192.168.26.47,8.8.8.8,109,7200,0.581,1,False,1.1586663898228426,False
2024-06-01 02:24:00,192.168.216.141,8.8.4.4,414,60,0.571,1,False,1.1943405628545956,False
2024-06-01 02:25:00,192.168.22.1,8.8.8.8,99,3600,0.422,1,False,1.4211722763974188,False
2024-06-01 02:26:00,192.168.170.66,8.8.8.8,65,600,0.766,1,False,1.3046019684933057,False
2024-06-01 02:27:00,192.168.134.82,8.8.8.8,22,600,0.702,1,False,1.7204520625968411,False
2024-06-01 02:28:00,192.168.226.218,8.8.4.4,217,3600,0.431,1,False,0.8476101781593263,False
2024-06-01 02:29:00,192.168.4.57,8.8.8.8,41,3600,0.567,1,False,1.634408862016568,False
2024-06-01 02:30:00,192.168.38.76,8.8.8.8,350,3600,0.945,1,False,1.0016924264610574,False
2024-06-01 02:31:00,192.168.18.189,8.8.4.4,223,1800,0.544,1,False,0.5926650060241822,False
2024-06-01 02:32:00,192.168.75.220,8.8.8.8,104,600,0.487,1,False,1.294809984792779,False
2024-06-01 02:33:00,192.168.65.21,8.8.8.8,422,86400,0.694,1,False,2.875360698091555,True
2024-06-01 02:34:00,192.168.157.186,8.8.4.4,322,30,0.991,1,False,1.0826389742656293,False
2024-06-01 02:35:00,192.168.20.183,8.8.8.8,76,60,0.545,1,False,1.441209787689651,False
2024-06-01 02:36:00,192.168.107.127,8.8.4.4,428,3600,0.803,1,False,1.3669428318442047,False
2024-06-01 02:37:00,192.168.52.181,8.8.4.4,305,86400,0.857,1,False,2.8212471803465093,False
2024-06-01 02:38:00,192.168.208.79,8.8.4.4,133,600,0.543,1,False,1.0784382391200487,False
2024-06-01 02:39:00,192.168.121.83,8.8.8.8,164,600,0.837,1,False,0.58363466037876,False
2024-06-01 02:40:00,192.168.90.211,8.8.8.8,467,30,0.621,1,False,1.5821124201861037,False
2024-06-01 02:41:00,192.168.12.91,8.8.8.8,373,3600,0.779,1,False,1.0355696371362317,False
2024-06-01 02:42:00,192.168.170.210,8.8.4.4,469,7200,0.78,1,False,1.660919052257529,False
2024-06-01 02:43:00,192.168.127.136,8.8.8.8,414,60,0.721,1,False,1.4528530990858082,False
2024-06-01 02:44:00,192.168.81.55,8.8.8.8,35,7200,0.454,1,False,1.7141057823957206,False
2024-06-01 02:45:00,192.168.195.19,8.8.8.8,45,1800,0.901,1,False,1.3969321928541962,False
2024-06-01 02:46:00,192.168.240.113,8.8.8.8,199,1800,0.592,1,False,0.7479374015756572,False
2024-06-01 02:47:00,192.168.102.235,8.8.8.8,285,30,0.512,1,False,0.6161926520650504,False
2024-06-01 02:48:00,192.168.179.156,8.8.4.4,204,3600,0.424,1,False,0.9167101316468618,False
2024-06-01 02:49:00,192.168.116.114,8.8.8.8,283,86400,0.755,1,False,2.796427743095701,False
2024-06-01 02:50:00,192.168.12.98,8.8.8.8,167,86400,0.807,1,False,2.8281601522123005,False
2024-06-01 02:51:00,192.168.204.168,8.8.8.8,439,30,0.41,1,False,1.536309200889699,False
2024-06-01 02:52:00,192.168.142.35,8.8.4.4,142,1800,0.707,1,False,1.0454659391011996,False
2024-06-01 02:53:00,192.168.142.179,8.8.8.8,267,600,0.536,1,False,0.556851383090753,False
2024-06-01 02:54:00,192.168.204.169,8.8.4.4,235,3600,0.787,1,False,0.36713835107104936,False
2024-06-01 02:55:00,192.168.14.59,8.8.4.4,470,60,0.505,1,False,1.5503042619202192,False
2024-06-01 02:56:00,192.168.133.91,8.8.4.4,448,60,0.815,1,False,1.5155463363220756,False
2024-06-01 02:57:00,192.168.135.19,8.8.4.4,7,300,0.632,1,False,1.95751224375221,False
2024-06-01 02:58:00,192.168.55.222,8.8.8.8,403,30,0.962,1,False,1.382474265046409,False
2024-06-01 02:59:00,192.168.176.160,8.8.8.8,359,60,0.483,1,False,0.931599995197772,False
2024-06-01 03:00:00,192.168.223.59,8.8.8.8,320,600,0.605,1,False,0.7621581741683813,False
2024-06-01 03:01:00,192.168.197.97,8.8.8.8,301,600,0.468,1,False,0.7407278954993579,False
2024-06-01 03:02:00,192.168.130.22,8.8.4.4,268,7200,0.955,1,False,0.6810668412649438,False
2024-06-01 03:03:00,192.168.223.0,8.8.8.8,401,60,0.926,1,False,1.2807714019684617,False
2024-06-01 03:04:00,192.168.100.186,8.8.8.8,215,600,0.555,1,False,0.6622979630825367,False
2024-06-01 03:05:00,192.168.220.35,8.8.4.4,58,7200,0.796,1,False,1.2720972097370562,False
2024-06-01 03:06:00,192.168.169.160,8.8.4.4,213,60,0.89,1,False,0.4438425714470356,False
2024-06-01 03:07:00,192.168.63.153,8.8.8.8,77,300,0.733,1,False,1.3098717936751367,False
2024-06-01 03:08:00,192.168.158.209,8.8.4.4,76,30,0.718,1,False,1.3607501302804725,False
2024-06-01 03:09:00,192.168.167.206,8.8.4.4,291,86400,0.545,1,False,2.5220877012120333,False
2024-06-01 03:10:00,192.168.151.65,8.8.8.8,302,3600,0.456,1,False,0.7120603388929385,False
2024-06-01 03:11:00,192.168.98.215,8.8.4.4,299,30,0.938,1,False,0.7650353561815485,False
2024-06-01 03:12:00,192.168.194.89,8.8.8.8,389,60,0.94,1,False,1.2401710846971787,False
2024-06-01 03:13:00,192.168.154.207,8.8.4.4,494,60,0.78,1,False,1.8568259329482868,False
2024-06-01 03:14:00,192.168.0.155,8.8.4.4,482,30,0.603,1,False,1.6508800232257954,False
2024-06-01 03:15:00,192.168.146.107,8.8.4.4,52,300,0.61,1,False,1.6391781737251483,False
2024-06-01 03:16:00,192.168.220.164,8.8.4.4,474,1800,0.836,1,False,1.6750608593717913,False
2024-06-01 03:17:00,192.168.238.226,8.8.4.4,55,60,0.938,1,False,1.4110116097289107,False
2024-06-01 03:18:00,192.168.226.109,8.8.8.8,289,600,0.932,1,False,0.6933972178040704,False
2024-06-01 03:19:00,192.168.242.86,8.8.4.4,400,1800,0.868,1,False,1.1762888394891011,False
2024-06-01 03:20:00,192.168.43.145,8.8.4.4,52,7200,0.785,1,False,1.327102471558447,False
2024-06-01 03:21:00,192.168.171.47,8.8.4.4,403,7200,0.45,1,False,1.1379391886943817,False
2024-06-01 03:22:00,192.168.120.158,8.8.4.4,147,86400,0.497,1,False,2.660701597611582,False
2024-06-01 03:23:00,192.168.115.101,8.8.8.8,445,7200,0.939,1,False,1.5556748140750356,False
2024-06-01 03:24:00,192.168.75.12,8.8.4.4,275,7200,0.764,1,False,0.5259746628856675,False
2024-06-01 03:25:00,192.168.23.125,8.8.8.8,451,3600,0.406,1,False,1.57267991399256,False
2024-06-01 03:26:00,192.168.243.37,8.8.4.4,177,30,0.461,1,False,0.9633200677874602,False
2024-06-01 03:27:00,192.168.233.212,8.8.4.4,450,7200,0.798,1,False,1.5113305508814112,False
2024-06-01 03:28:00,192.168.99.196,8.8.4.4,211,60,0.403,1,False,1.0519399218073697,False
2024-06-01 03:29:00,192.168.253.204,8.8.8.8,136,30,0.496,1,False,1.1033266388699097,False
2024-06-01 03:30:00,192.168.124.75,8.8.8.8,197,60,0.729,1,False,0.7696369401579463,False
2024-06-01 03:31:00,192.168.2.54,8.8.4.4,336,30,0.815,1,False,0.7775951062375519,False
2024-06-01 03:32:00,192.168.217.112,8.8.4.4,249,60,0.791,1,False,0.43754302716595483,False
2024-06-01 03:33:00,192.168.90.237,8.8.8.8,293,3600,0.535,1,False,0.4888352345212428,False
2024-06-01 03:34:00,192.168.25.127,8.8.8.8,312,60,0.827,1,False,0.618758303935792,False
2024-06-01 03:35:00,192.168.62.233,8.8.8.8,243,1800,0.542,1,False,0.5364228056462904,False
2024-06-01 03:36:00,192.168.68.237,8.8.8.8,20,1800,0.595,1,False,1.812071016524801,False
2024-06-01 03:37:00,192.168.162.226,8.8.4.4,89,60,0.848,1,False,1.073481579404014,False
2024-06-01 03:38:00,192.168.218.228,8.8.4.4,142,1800,0.79,1,False,0.7644445772716564,False
2024-06-01 03:39:00,192.168.81.243,8.8.8.8,207,86400,0.91,1,False,2.813167408760876,False
2024-06-01 03:40:00,192.168.230.132,8.8.8.8,74,7200,0.795,1,False,1.1647352149967225,False
2024-06-01 03:41:00,192.168.126.141,8.8.8.8,317,7200,0.741,1,False,0.8092484339477113,False
2024-06-01 03:42:00,192.168.248.122,8.8.8.8,312,30,0.456,1,False,0.8234707968438792,False
2024-06-01 03:43:00,192.168.140.225,8.8.4.4,349,86400,0.621,1,False,2.6209438291675538,False
2024-06-01 03:44:00,192.168.39.146,8.8.8.8,356,300,0.559,1,False,0.852347611630773,False
2024-06-01 03:45:00,192.168.120.139,8.8.8.8,206,600,0.546,1,False,0.6942202267315648,False
2024-06-01 03:46:00,192.168.171.163,8.8.4.4,20,300,0.984,1,False,1.736846931265311,False
2024-06-01 03:47:00,192.168.41.70,8.8.4.4,203,7200,0.636,1,False,0.7611958590730045,False
2024-06-01 03:48:00,192.168.77.118,8.8.4.4,456,1800,0.935,1,False,1.6380783156477488,False
2024-06-01 03:49:00,192.168.196.78,8.8.4.4,451,300,0.779,1,False,1.5686069677677723,False
2024-06-01 03:50:00,192.168.109.32,8.8.4.4,170,1800,0.877,1,False,0.5609303500540883,False
2024-06-01 03:51:00,192.168.212.208,8.8.4.4,354,3600,0.702,1,False,1.1618084034396643,False
2024-06-01 03:52:00,192.168.169.238,8.8.4.4,122,30,0.746,1,False,1.01803065520106,False
2024-06-01 03:53:00,192.168.212.31,8.8.8.8,26,300,0.696,1,False,1.7146382525269004,False
2024-06-01 03:54:00,192.168.105.215,8.8.4.4,382,60,0.517,1,False,1.0043266907481665,False
2024-06-01 03:55:00,192.168.199.10,8.8.8.8,244,30,0.833,1,False,0.32187519090623173,False
2024-06-01 03:56:00,192.168.194.244,8.8.8.8,472,30,0.568,1,False,1.5560567107205912,False
2024-06-01 03:57:00,192.168.3.180,8.8.4.4,138,7200,0.415,1,False,1.1916136625625129,False
2024-06-01 03:58:00,192.168.152.199,8.8.8.8,460,60,0.787,1,False,1.6205881102976782,False
2024-06-01 03:59:00,192.168.214.112,8.8.4.4,191,1800,0.506,1,False,0.7589332083505386,False
2024-06-01 04:00:00,192.168.249.112,8.8.4.4,11,600,0.964,1,False,1.7412459548250765,False
2024-06-01 04:01:00,192.168.139.223,8.8.4.4,173,3600,0.972,1,False,0.8804249300432199,False
2024-06-01 04:02:00,192.168.248.14,8.8.4.4,419,600,0.949,1,False,1.4403335548772238,False
2024-06-01 04:03:00,192.168.199.172,8.8.8.8,407,7200,0.622,1,False,1.131349730571051,False
2024-06-01 04:04:00,192.168.207.84,8.8.4.4,156,300,0.409,1,False,1.2174768583557463,False
2024-06-01 04:05:00,192.168.239.65,8.8.8.8,160,300,0.957,1,False,0.895415375772824,False
2024-06-01 04:06:00,192.168.13.201,8.8.4.4,144,300,0.657,1,False,1.2119870312898449,False
2024-06-01 04:07:00,192.168.13.42,8.8.4.4,432,600,0.98,1,False,1.5999125210160192,False
